title,author,genre,length_category
"The Hobbit, Or, There and Back Again",John Ronald Reuel Tolkien;Alan Lee,"Baggins, Bilbo (Fictitious character)",average
The Silmarillion,John Ronald Reuel Tolkien,"Fantasy fiction, English",average
The Parallax View,Slavoj Žižek,Philosophy,long
Structure and Interpretation of Computer Programs,Harold Abelson;Gerald Jay Sussman;Julie Sussman,Computers,long
The Man Who Tasted Shapes,Richard E. Cytowic,Medical,average
Elbow Room,Daniel Clement Dennett,Philosophy,average
Theory of Colours,Johann Wolfgang von Goethe;Donald Eastlake,Art,long
An Odyssey in Learning and Perception,Eleanor J. Gibson,Psychology,long
Pop Internationalism,Paul R. Krugman,Business & Economics,average
"Development, Geography, and Economic Theory",Paul R. Krugman,Business & Economics,short
Inattentional Blindness,Arien Mack;Irvin Rock,Psychology,average
The Language of New Media,Lev Manovich;Roger F. Malina;Sean Cubitt,Art,average
"Turtles, Termites, and Traffic Jams",Mitchel Resnick,Computers,short
Looking Awry,Slavoj Žižek,Performing Arts,short
The Puppet and the Dwarf,Slavoj Žižek;Žižek;Stockholm Inst Of Transition Staff;Mladen Dolar;Alenka Zupancic,Philosophy,short
Treatise on Happiness,Saint Thomas (Aquinas);Thomas Aquinas,Philosophy,average
Marketing and the Bottom Line,Tim Ambler,Business & Economics,average
"Traders, Guns & Money",Satyajit Das,Business & Economics,average
The Heights of Courage,Avigdor Kahalani,History,average
C. S. Lewis,Bruce L. Edwards,Literary Criticism,long
The Lost World of Agharti,Alec Maclellan,"Body, Mind & Spirit",average
Zero,Charles Seife,Zero (The number),average
Zen Buddhism & Psychoanalysis,Daisetz Teitaro Suzuki;Erich Fromm;Richard De Martino,Psychoanalysis and religion,short
The Wanderer,Knut Hamsun;Gunnvor Stallybrass,English fiction,short
Memoirs,Pablo Neruda,"Poets, Chilean",average
Paso Del Norte,Juan Rulfo,Fiction,short
100 Love Sonnets,Pablo Neruda,Poetry,average
Long Day's Journey,Carlos A. Schwantes,History,long
Philip Vera Cruz,Craig Scharlin;Lilia V Villanueva,Biography & Autobiography,average
Mark Twain's Own Autobiography,Mark Twain,"Authors, American",average
Letters to J. D. Salinger,Chris Kubica;Will Hochman,Biography & Autobiography,average
The Poems of Alexander Pope,Alexander Pope,Poetry,long
Psychoanalysis and Religion,Erich Fromm,Psychology,short
"Euthyphro, Apology, Crito, Meno, Gorgias, Menexenus",Plato,Philosophy,average
The Shaping of America: A Geographical Perspective on 500 Years of History,D. W. Meinig,History,long
Seeing Like a State,James C. Scott,Political Science,long
Leonardo on Painting,Leonardo,Art,average
Dreaming in Pictures,Douglas Robert Nickel;Lewis Carroll;San Francisco Museum of Modern Art,Photography,short
Art and Beauty in the Middle Ages,Umberto Eco,Art,short
Long Day's Journey Into Night,Eugene O'Neill,Drama,short
Marcel Proust,William C. Carter,Biography & Autobiography,long
How Democratic is the American Constitution?,Robert A. Dahl,History,average
The Voices of Morebath,Eamon Duffy,History,average
Hamlet,William Shakespeare;Burton Raffel;Harold Bloom,Drama,average
Cosmos,Witold Gombrowicz;Danuta Borchardt,Fiction,average
Cuba,Richard Gott,History,average
Eva Hesse Drawing,"Menil collection (Houston, Tex.).;Eva Hesse;Drawing center (New York).;Drawing Center (New York, N.Y.);Walker Art Center (Minneapolis, Minn.).;Museum of Contemporary Art (Los Angeles, Calif.)",Art,average
The Annotated Waste Land with Eliot's Contemporary Prose,Thomas Stearns Eliot;Lawrence S. Rainey,Literary Criticism,average
Hannibal,Leonard Cottrell,History,average
The Collapse of the Third Republic,William Lawrence Shirer,History,long
The Complete Short Stories Of Robert Louis Stevenson,Charles Neider;Robert Louis Stevenson,Literary Collections,long
Hemingway,Jeffrey Meyers,Literary Collections,long
Unsung Heroes of Rock 'n' Roll,Nick Tosches,Biography & Autobiography,average
The Dark Side Of Genius,Donald Spoto,Performing Arts,long
Sammlung,Mark Twain,Literary Collections,long
Johnny Cash,Michael Streissguth,Biography & Autobiography,average
23 Days in July,John Wilcockson,Sports & Recreation,average
75 Years of Little Golden Books: 1942-2017,Margaret Wise Brown;Ruth Krauss;Richard Scarry;Dennis R. Shealy;Kathryn Jackson;Byron Jackson;Janette Sebring Lowrey;Gertrude Crampton;Jane Werner Watson,Animals,short
The Deeper Meaning of Liff,Douglas Adams;John Lloyd,Humor,short
The Last Boleyn,Karen Harper,Fiction,long
Giada's Family Dinners,Giada De Laurentiis,Cooking,average
The Spy Who Barked,George Edward Stanley,Juvenile Fiction,short
Terrorist,John Updike,Fiction,average
Beloved,Toni Morrison,Fiction,average
The Name of the Rose,Umberto Eco,Fiction,long
The Road,Cormac McCarthy,Fiction,average
The Best of Wodehouse,Pelham Grenville Wodehouse,Fiction,long
Buried Child,Sam Shepard,Drama,short
The Devil Wears Prada,Lauren Weisberger,Fiction,long
Death Match,Lincoln Child,Fiction,average
The Lighthouse,P. D. James,Fiction,average
If Beale Street Could Talk,James Baldwin,Fiction,short
A Million Little Pieces,James Frey,Biography & Autobiography,long
Robert Langdon Novels,Dan Brown,Art museum curators,long
The Sunset Limited,Cormac McCarthy,Drama,short
A Walk in the Woods,Bill Bryson,Sports & Recreation,average
The Civil War,Shelby Foote,United States,long
The Alchemist's Daughter,Katharine McMahon,Fiction,average
Cesar's Way,Cesar Millan;Melissa Jo Peltier,Pets,average
"Small Bites, Big Nights",Govind Armstrong;Ann Wycoff;Alison Clare Steingold,Cooking,average
Why Do Men Fall Asleep After Sex?,Mark Leyner;Billy Goldberg,Health & Fitness,average
Everyday Pasta,Giada De Laurentiis,Cooking,average
Dreams from My Father,Barack Obama,Biography & Autobiography,long
Gifted Hands,Ben Carson;Cecil B. Murphey,Biography & Autobiography,average
Trial by Fire,Terri Blackstock,Fiction,average
"""A"" is for Abductive",Leonard I. Sweet;Brian D. McLaren;Jerry Haselmayer,Religion,average
Breach of Promise,James Scott Bell,Fiction,average
Deadlock,James Scott Bell,Fiction,average
Ever After,Karen Kingsbury,Fiction,average
Fanning the Flame,Christopher J. H. Wright,Religion,average
The Church on the Other Side,Brian D. McLaren,Religion,average
The Church in Emerging Culture,Andy Crouch,Religion,average
Becoming a Contagious Christian,Mark Mittelberg;Lee Strobel;Bill Hybels,Religion,average
Journey into God's Word,J. Scott Duvall;J. Daniel Hays,Religion,long
Zondervan Handbook to the Bible,David Alexander;Pat Alexander,Religion,long
Velvet Elvis,Rob Bell,Religion,short
Purpose Driven Life MM Camouflage Edition,"Rick Warren, D.Min.;Zondervan Publishing",Christian life,average
A Search for What Makes Sense,Brian D. McLaren,Religion,short
The Complete Green Letters,Miles J. Stanford,Religion,average
Zondervan NIV Study Bible,Kenneth L. Barker;Donald W. Burdick,Bibles,long
How to Write a Damn Good Novel,James N. Frey,Language Arts & Disciplines,short
The Sun in the Morning,Mary Margaret Kaye,Biography & Autobiography,long
The Awakening,Kate Chopin,Adultery,average
James Herriot's Treasury for Children,James Herriot,Juvenile Nonfiction,average
Modern Classics of Science Fiction,Gardner Dozois,Fiction,long
The Great Ape Project,Paola Cavalieri;Peter Singer,Nature,average
White Man's Grave,Richard Dooling,Fiction,average
Isak Dinesen,Judith Thurman,Biography & Autobiography,long
Four Weddings and a Funeral,Richard Curtis,Performing Arts,short
With William Burroughs,William S. Burroughs;Victor Bockris,Biography & Autobiography,average
The Everyday I Ching,Sarah Dening,"Body, Mind & Spirit",average
The Far Pavilions,M. M. Kaye,Fiction,long
From Bondage,Henry Roth,Fiction,long
Mary Queen of Scotland & The Isles,Margaret George,Fiction,long
The Communist Manifesto: Marx,John Toews,Political Science,short
Through the Dark Labyrinth,Gordon Bowker,Biography & Autobiography,long
I Capture the Castle,Dodie Smith,Fiction,average
Marilyn Manson,Kurt Reighley,Biography & Autobiography,short
Radio On,Sarah Vowell,Literary Collections,average
Human Croquet,Kate Atkinson,Fiction,average
The Autobiography of Henry VIII,Margaret George,Fiction,long
Bachelor Brothers' Bed & Breakfast Pillow Book,Bill Richardson,Fiction,average
One Thousand White Women,Jim Fergus,Fiction,long
Requiem for Harlem,Henry Roth,Fiction,average
High Five,Janet Evanovich,Fiction,average
"James Tiptree, Jr.",Julie Phillips,Biography & Autobiography,long
Birds of America,Lorrie Moore,Fiction,average
And The Band Played on,Randy Shilts,Health & Fitness,long
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,History,average
Death in the Andamans,M. M. Kaye,Fiction,average
Death in Berlin,M. M. Kaye,Fiction,average
Death in Kashmir,M. M. Kaye,Fiction,average
Four Mothers,Shifra Horn;Dalya Bilu,Fiction,average
Timbuktu,Paul Auster,Fiction,short
The Italian Girl,Patricia Hall,Fiction,average
The Naked and the Dead,Norman Mailer,Fiction,long
Enchanted Evening,M. M. Kaye,Biography & Autobiography,average
The Illustrated Story Of O,Pauline Reage,Photography,short
Catfish and Mandala,Andrew X. Pham,Biography & Autobiography,average
The Satanic Verses,Salman Rushdie,Fiction,long
Absent in the Spring and Other Novels,Mary Westmacott;Agatha Christie,Fiction,long
Round Ireland with a Fridge,Tony Hawks,Travel,average
An Unfortunate Woman,Richard Brautigan,Fiction,short
The Glass Bead Game,Hermann Hesse,Fiction,long
Emotionally Weird,Kate Atkinson,Fiction,average
A Writer's Workbook,Caroline Sharp;Elizabeth Gilbert,Language Arts & Disciplines,short
Waiting for My Cats to Die,Stacy Horn,Biography & Autobiography,average
Serious Girls,Maxine Swann,Fiction,average
Lords of the White Castle,Elizabeth Chadwick,Fiction,long
The Christmas Shoes,Donna VanLiere,Fiction,short
Education As My Agenda,Gertrude S. Williams;Jo Ann Robinson,Biography & Autobiography,average
Banvard's Folly,Paul Collins,History,average
The Last Jew,Noah Gordon,Fiction,average
How to Write a Damn Good Mystery,James N. Frey,Language Arts & Disciplines,average
Jenny and the Jaws of Life,Jincy Willett,Fiction,average
Plum Lovin',Janet Evanovich,Fiction,short
McCarthy's Bar,Pete McCarthy,Travel,average
The Pythons,Graham Chapman;John Cleese;Terry Gilliam;Michael Palin;Eric Idle;Terry Jones,Biography & Autobiography,average
The Little Princesses,Marion Crawford,Biography & Autobiography,average
The New York Times Guide to Essential Knowledge,The New York Times,Reference,long
Little Children,Tom Perrotta,Fiction,average
The Gatekeeper,Terry Eagleton,Biography & Autobiography,short
Dominion,Matthew Scully,Nature,long
SPQR VI: Nobody Loves a Centurion,John Maddox Roberts,Fiction,average
Something Borrowed,Emily Giffin,Fiction,average
Something Borrowed,Emily Giffin,Fiction,average
P.S. Your Cat Is Dead,James Kirkwood,Fiction,average
Something Blue,Emily Giffin,Fiction,average
All Things Bright and Beautiful,James Herriot,Biography & Autobiography,average
Inside the Mind of Gideon Rayburn,Sarah Miller,Juvenile Fiction,average
Spider Mountain,P. T. Deutermann,Fiction,average
Where the Mountain Casts Its Shadow,Maria Coffey,Biography & Autobiography,average
Sideways,Rex Pickett,Fiction,average
Baby Proof,Emily Giffin,Fiction,average
Lean Mean Thirteen,Janet Evanovich,Fiction,average
The Last Wife of Henry VIII,Carolly Erickson,Fiction,average
The Forsaken,L. A. Banks,Fiction,long
A Woman of Substance,Barbara Taylor Bradford,Fiction,long
The Red Tent,Anita Diamant,Fiction,average
Dirty Little Secrets,Joy King,Fiction,average
Think Like a Guy,Giuliana Depandi,Family & Relationships,short
The Ravenscar Dynasty,Barbara Taylor Bradford,Fiction,long
The Devil in the Junior League,Linda Francis Lee,Fiction,average
The Silver Pigs,Lindsey Davis,Fiction,average
The Mystery Method,Mystery;Chris Odom,Family & Relationships,average
Marked,P. C. Cast;Kristin Cast,Juvenile Fiction,average
Let's Go Australia 9th Edition,Let's Go Inc,Travel,long
"The Paris Review Interviews, I",The Paris Review,Biography & Autobiography,long
More Plums in One,Janet Evanovich,Fiction,long
James Herriot's Dog Stories,James Herriot,Pets,long
Beatrix Potter,Linda Lear,Biography & Autobiography,long
The Twenty-Seventh City,Jonathan Franzen,Fiction,long
"Haussmann, Or the Distinction",Paul LaFarge,Fiction,average
The Journey to the East,Hermann Hesse,Fiction,short
This Side of Brightness,Colum McCann,Fiction,average
What Was She Thinking?,Zoë Heller,Fiction,average
Middlesex,Jeffrey Eugenides,Fiction,long
The Interpreter,Suki Kim,Fiction,average
Hand to Mouth,Paul Auster,Biography & Autobiography,short
A Feather on the Breath of God,Sigrid Nunez,Fiction,short
Galatea 2.2,Richard Powers,Fiction,average
Mason & Dixon,Thomas Pynchon,Fiction,long
The River at the Center of the World,Simon Winchester,Travel,long
Primo Levi,Ian Thomson,Biography & Autobiography,long
Dry,Augusten Burroughs,Biography & Autobiography,average
A Home at the End of the World,Michael Cunningham,Fiction,average
Call It Sleep,Henry Roth,Fiction,long
I Am Charlotte Simmons,Tom Wolfe,Fiction,long
Small Island,Andrea Levy,Fiction,long
Collected Prose,Paul Auster,Literary Collections,long
Saints at the River,Ron Rash,Fiction,average
Chemistry and Other Stories,Ron Rash,Fiction,average
Vita,Melania G. Mazzucco,Fiction,long
Night Draws Near,Anthony Shadid,History,long
A Woman in Berlin,Anonymous,Biography & Autobiography,average
The Brooklyn Follies,Paul Auster,Fiction,average
Limitations,Scott Turow,Fiction,average
The Price of the Ticket,James Baldwin,Literary Criticism,long
The Humanoids,Jack Williamson,Fiction,average
"The Demon Princes, Vol. 1",Jack Vance,Fiction,long
The Memory of Whiteness,Kim Stanley Robinson,Fiction,average
Xenocide,Orson Scott Card,Fiction,long
The Dark Descent,Clive Barker;Ray Bradbury,Fiction,long
Ports of Call,Jack Vance,Fiction,average
"The Demon Princes, Vol. 2",Jack Vance,Fiction,average
Jack of Kinrowan,Charles de Lint,Fiction,long
Lurulu,Jack Vance,Fiction,average
The Land of Laughs,Jonathan Carroll,Fiction,average
Tales of the Dying Earth,Jack Vance,Fiction,long
The Fantasies of Robert A. Heinlein,Robert A. Heinlein,Fiction,average
Songmaster,Orson Scott Card,Fiction,average
Lovelock,Orson Scott Card;Kathryn H. Kidd,Fiction,average
Duel,Richard Matheson,Fiction,average
The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,Fiction,long
Sword & Citadel,Gene Wolfe,Fiction,long
The Starry Rift,James Tiptree,Fiction,average
Pacific Edge,Kim Stanley Robinson,Fiction,average
Devil's Backbone,Terry C. Johnston,Fiction,long
The Circle,David Poyer,Fiction,long
Faking It,Jennifer Crusie,Fiction,long
Welcome to Temptation,Jennifer Crusie,Fiction,long
Full Bloom,Janet Evanovich;Charlotte Hughes,Fiction,average
Full Scoop,Janet Evanovich;Charlotte Hughes,Fiction,average
The Damned,L. A. Banks,Fiction,long
The Cursed One,Ronda Thompson,Fiction,average
A Quiver Full of Arrows,Jeffrey Archer,Fiction,average
The Hunted,L. A. Banks,Fiction,long
The Forbidden,L. A. Banks,Fiction,long
When the Lion Feeds,Wilbur Smith,Fiction,long
A Sparrow Falls,Wilbur Smith,Fiction,long
The Unfortunate Miss Fortunes,Jennifer Crusie;Eileen Dreyer;Anne Stuart,Fiction,average
Hot Stuff,Janet Evanovich;Leanne Banks,Fiction,average
Two for the Dough,Janet Evanovich,Fiction,average
The Edge of Honor,P. T. Deutermann,Fiction,long
Wings of Fire,Charles Todd,Fiction,average
All Creatures Great and Small,James Herriot,Biography & Autobiography,long
The Lord God Made Them All,James Herriot,Biography & Autobiography,average
Four to Score,Janet Evanovich,Fiction,average
"Thrones, Dominations",Dorothy L. Sayers;Jill Paton Walsh,Fiction,average
Black Coffee,Agatha Christie,Fiction,average
El Paso,Matt Braun,Fiction,average
Search the Dark,Charles Todd,Fiction,average
Cuba,Stephen Coonts,Fiction,long
What the Corpse Revealed,Hugh Miller,True Crime,average
Name Dropping,Rachael F. Heller,Fiction,average
Seven Up,Janet Evanovich,Fiction,average
Hardcase,Dan Simmons,Fiction,average
Warlock,Wilbur Smith,Fiction,long
Crooked House,Agatha Christie,Fiction,average
Abandoned Prayers,Gregg Olsen,True Crime,average
The Sigma Protocol,Robert Ludlum,Fiction,long
True Believers,Jane Haddam,Fiction,long
Full Blast,Janet Evanovich;Charlotte Hughes,Fiction,average
Hard Eight,Janet Evanovich,Fiction,average
Eleven on Top,Janet Evanovich,Fiction,average
Minion,L. A. Banks,Fiction,average
The Janson Directive,Robert Ludlum,Fiction,long
The Tristan Betrayal,Robert Ludlum,Fiction,long
The Ambler Warning,Robert Ludlum,Fiction,long
Robert Ludlum's The Moscow Vector,Robert Ludlum;Patrick Larkin,Fiction,long
The Firefly,P. T. Deutermann,Fiction,long
As the Crow Flies,Jeffrey Archer,Fiction,long
Dakota,Matt Braun,Fiction,average
The Fantastic Vampire,James Craig Holte,Literary Criticism,short
